event_occurrence_id,event_name,event_date_time_start,event_date_time_end,event_location,event_capacity,event_registration_deadline
1296,Web Dev Bootcamp Night,10/20/23 10:00,10/20/23 12:00,Community Center Room A,100,10/13/23 10:00
1297,Web Dev Bootcamp Night,10/27/23 10:00,10/27/23 12:00,Ella Rises HQ,100,10/20/23 10:00
1298,Web Dev Bootcamp Night,11/17/23 10:00,11/17/23 12:00,Virtual Zoom,100,11/10/23 10:00
1299,Web Dev Bootcamp Night,11/24/23 10:00,11/24/23 12:00,Local Library,100,11/17/23 10:00
1300,Web Dev Bootcamp Night,12/22/23 10:00,12/22/23 12:00,Virtual Zoom,100,12/15/23 10:00
1301,Web Dev Bootcamp Night,1/12/24 10:00,1/12/24 12:00,Virtual Zoom,100,1/5/24 10:00
1302,Web Dev Bootcamp Night,1/19/24 10:00,1/19/24 12:00,Local Library,100,1/12/24 10:00
1303,Web Dev Bootcamp Night,1/26/24 10:00,1/26/24 12:00,Ella Rises HQ,100,1/19/24 10:00
1304,Web Dev Bootcamp Night,2/2/24 10:00,2/2/24 12:00,Virtual Zoom,100,1/26/24 10:00
1305,Web Dev Bootcamp Night,2/9/24 10:00,2/9/24 12:00,Virtual Zoom,100,2/2/24 10:00
1306,Web Dev Bootcamp Night,2/16/24 10:00,2/16/24 12:00,Virtual Zoom,100,2/9/24 10:00
1307,Web Dev Bootcamp Night,2/23/24 10:00,2/23/24 12:00,Art Studio 2,100,2/16/24 10:00
1308,Web Dev Bootcamp Night,3/1/24 10:00,3/1/24 12:00,Art Studio 2,100,2/23/24 10:00
1309,Web Dev Bootcamp Night,3/8/24 10:00,3/8/24 12:00,Local Library,100,3/1/24 10:00
1310,Web Dev Bootcamp Night,3/22/24 10:00,3/22/24 12:00,Virtual Zoom,100,3/15/24 10:00
1311,Web Dev Bootcamp Night,3/29/24 10:00,3/29/24 12:00,Art Studio 2,100,3/22/24 10:00
1312,Web Dev Bootcamp Night,4/5/24 10:00,4/5/24 12:00,Ella Rises HQ,100,3/29/24 10:00
1313,Web Dev Bootcamp Night,4/19/24 10:00,4/19/24 12:00,Local Library,100,4/12/24 10:00
1314,Web Dev Bootcamp Night,5/3/24 10:00,5/3/24 12:00,Community Center Room A,100,4/26/24 10:00
1315,Web Dev Bootcamp Night,5/31/24 10:00,5/31/24 12:00,Community Center Room A,100,5/24/24 10:00
1316,Web Dev Bootcamp Night,6/28/24 10:00,6/28/24 12:00,Community Center Room A,100,6/21/24 10:00
1317,Web Dev Bootcamp Night,7/12/24 10:00,7/12/24 12:00,Community Center Room A,100,7/5/24 10:00
1318,Web Dev Bootcamp Night,7/19/24 10:00,7/19/24 12:00,Local Library,100,7/12/24 10:00
1319,Web Dev Bootcamp Night,7/26/24 10:00,7/26/24 12:00,Ella Rises HQ,100,7/19/24 10:00
1320,Web Dev Bootcamp Night,8/2/24 10:00,8/2/24 12:00,Virtual Zoom,100,7/26/24 10:00
1321,Web Dev Bootcamp Night,8/9/24 10:00,8/9/24 12:00,Art Studio 2,100,8/2/24 10:00
1322,Web Dev Bootcamp Night,9/27/24 10:00,9/27/24 12:00,Local Library,100,9/20/24 10:00
1323,Web Dev Bootcamp Night,10/4/24 10:00,10/4/24 12:00,Art Studio 2,100,9/27/24 10:00
1324,Web Dev Bootcamp Night,10/11/24 10:00,10/11/24 12:00,Local Library,100,10/4/24 10:00
1325,Web Dev Bootcamp Night,11/8/24 10:00,11/8/24 12:00,Ella Rises HQ,100,11/1/24 10:00
1326,Web Dev Bootcamp Night,11/15/24 10:00,11/15/24 12:00,Art Studio 2,100,11/8/24 10:00
1327,Web Dev Bootcamp Night,11/29/24 10:00,11/29/24 12:00,Virtual Zoom,100,11/22/24 10:00
1328,Web Dev Bootcamp Night,1/17/25 10:00,1/17/25 12:00,Virtual Zoom,100,1/10/25 10:00
1329,Web Dev Bootcamp Night,2/7/25 10:00,2/7/25 12:00,Local Library,100,1/31/25 10:00
1330,Web Dev Bootcamp Night,3/14/25 10:00,3/14/25 12:00,Virtual Zoom,100,3/7/25 10:00
1331,Web Dev Bootcamp Night,4/4/25 10:00,4/4/25 12:00,Community Center Room A,100,3/28/25 10:00
1332,Web Dev Bootcamp Night,4/11/25 10:00,4/11/25 12:00,Virtual Zoom,100,4/4/25 10:00
1333,Web Dev Bootcamp Night,4/18/25 10:00,4/18/25 12:00,Local Library,100,4/11/25 10:00
1334,Web Dev Bootcamp Night,4/25/25 10:00,4/25/25 12:00,Virtual Zoom,100,4/18/25 10:00
1335,Web Dev Bootcamp Night,7/11/25 10:00,7/11/25 12:00,Local Library,100,7/4/25 10:00
1336,Web Dev Bootcamp Night,7/25/25 10:00,7/25/25 12:00,Ella Rises HQ,100,7/18/25 10:00
1337,Web Dev Bootcamp Night,9/5/25 10:00,9/5/25 12:00,Community Center Room A,100,8/29/25 10:00
1338,Web Dev Bootcamp Night,9/12/25 10:00,9/12/25 12:00,Virtual Zoom,100,9/5/25 10:00
1339,Web Dev Bootcamp Night,9/26/25 10:00,9/26/25 12:00,Art Studio 2,100,9/19/25 10:00
1340,Web Dev Bootcamp Night,10/3/25 10:00,10/3/25 12:00,Art Studio 2,100,9/26/25 10:00
1341,Web Dev Bootcamp Night,10/17/25 10:00,10/17/25 12:00,Ella Rises HQ,100,10/10/25 10:00
1342,Web Dev Bootcamp Night,10/24/25 10:00,10/24/25 12:00,Virtual Zoom,100,10/17/25 10:00
1343,Web Dev Bootcamp Night,10/31/25 10:00,10/31/25 12:00,Community Center Room A,100,10/24/25 10:00
1344,Mentor Office Hours,11/21/21 10:00,11/21/21 12:00,Ella Rises HQ,100,11/14/21 10:00
1345,Mentor Office Hours,12/12/21 10:00,12/12/21 12:00,Ella Rises HQ,100,12/5/21 10:00
1346,Mentor Office Hours,12/19/21 10:00,12/19/21 12:00,Local Library,100,12/12/21 10:00
1347,Mentor Office Hours,2/13/22 10:00,2/13/22 12:00,Virtual Zoom,100,2/6/22 10:00
1348,Mentor Office Hours,3/27/22 10:00,3/27/22 12:00,Virtual Zoom,100,3/20/22 10:00
1349,Mentor Office Hours,4/24/22 10:00,4/24/22 12:00,Virtual Zoom,100,4/17/22 10:00
1350,Mentor Office Hours,7/3/22 10:00,7/3/22 12:00,Local Library,100,6/26/22 10:00
1351,Mentor Office Hours,7/10/22 10:00,7/10/22 12:00,Art Studio 2,100,7/3/22 10:00
1352,Mentor Office Hours,7/17/22 10:00,7/17/22 12:00,Community Center Room A,100,7/10/22 10:00
1353,Mentor Office Hours,8/7/22 10:00,8/7/22 12:00,Ella Rises HQ,100,7/31/22 10:00
1354,Mentor Office Hours,8/14/22 10:00,8/14/22 12:00,Community Center Room A,100,8/7/22 10:00
1355,Mentor Office Hours,8/28/22 10:00,8/28/22 12:00,Local Library,100,8/21/22 10:00
1356,Mentor Office Hours,3/5/23 10:00,3/5/23 12:00,Virtual Zoom,100,2/26/23 10:00
1357,Mentor Office Hours,5/21/23 10:00,5/21/23 12:00,Ella Rises HQ,100,5/14/23 10:00
1358,Mentor Office Hours,6/11/23 10:00,6/11/23 12:00,Virtual Zoom,100,6/4/23 10:00
1359,Mentor Office Hours,10/29/23 10:00,10/29/23 12:00,Virtual Zoom,100,10/22/23 10:00
1360,Mentor Office Hours,11/12/23 10:00,11/12/23 12:00,Ella Rises HQ,100,11/5/23 10:00
1361,Mentor Office Hours,12/31/23 10:00,12/31/23 12:00,Community Center Room A,100,12/24/23 10:00
1362,Mentor Office Hours,1/28/24 10:00,1/28/24 12:00,Ella Rises HQ,100,1/21/24 10:00
1363,Mentor Office Hours,5/5/24 10:00,5/5/24 12:00,Community Center Room A,100,4/28/24 10:00
1364,Mentor Office Hours,5/26/24 10:00,5/26/24 12:00,Virtual Zoom,100,5/19/24 10:00
1365,Mentor Office Hours,10/13/24 10:00,10/13/24 12:00,Art Studio 2,100,10/6/24 10:00
1366,Mentor Office Hours,11/10/24 10:00,11/10/24 12:00,Local Library,100,11/3/24 10:00
1367,Mentor Office Hours,12/1/24 10:00,12/1/24 12:00,Local Library,100,11/24/24 10:00
1368,Mentor Office Hours,12/8/24 10:00,12/8/24 12:00,Local Library,100,12/1/24 10:00
1369,Mentor Office Hours,12/22/24 10:00,12/22/24 12:00,Community Center Room A,100,12/15/24 10:00
1370,Mentor Office Hours,1/5/25 10:00,1/5/25 12:00,Virtual Zoom,100,12/29/24 10:00
1371,Mentor Office Hours,4/6/25 10:00,4/6/25 12:00,Community Center Room A,100,3/30/25 10:00
1372,Mentor Office Hours,6/22/25 10:00,6/22/25 12:00,Art Studio 2,100,6/15/25 10:00
1373,Mentor Office Hours,6/29/25 10:00,6/29/25 12:00,Local Library,100,6/22/25 10:00
1374,Mentor Office Hours,8/10/25 10:00,8/10/25 12:00,Art Studio 2,100,8/3/25 10:00
1375,Girls in STEAM Mentoring,11/23/21 10:00,11/23/21 12:00,Art Studio 2,100,11/16/21 10:00
1376,Girls in STEAM Mentoring,12/21/21 10:00,12/21/21 12:00,Art Studio 2,100,12/14/21 10:00
1377,Girls in STEAM Mentoring,1/4/22 10:00,1/4/22 12:00,Virtual Zoom,100,12/28/21 10:00
1378,Girls in STEAM Mentoring,3/1/22 10:00,3/1/22 12:00,Community Center Room A,100,2/22/22 10:00
1379,Girls in STEAM Mentoring,3/8/22 10:00,3/8/22 12:00,Ella Rises HQ,100,3/1/22 10:00
1380,Girls in STEAM Mentoring,8/16/22 10:00,8/16/22 12:00,Virtual Zoom,100,8/9/22 10:00
1381,Girls in STEAM Mentoring,9/20/22 10:00,9/20/22 12:00,Art Studio 2,100,9/13/22 10:00
1382,Girls in STEAM Mentoring,11/8/22 10:00,11/8/22 12:00,Virtual Zoom,100,11/1/22 10:00
1383,Girls in STEAM Mentoring,11/22/22 10:00,11/22/22 12:00,Community Center Room A,100,11/15/22 10:00
1384,Girls in STEAM Mentoring,12/27/22 10:00,12/27/22 12:00,Ella Rises HQ,100,12/20/22 10:00
1385,Girls in STEAM Mentoring,2/7/23 10:00,2/7/23 12:00,Community Center Room A,100,1/31/23 10:00
1386,Girls in STEAM Mentoring,3/7/23 10:00,3/7/23 12:00,Art Studio 2,100,2/28/23 10:00
1387,Girls in STEAM Mentoring,3/14/23 10:00,3/14/23 12:00,Art Studio 2,100,3/7/23 10:00
1388,Girls in STEAM Mentoring,10/24/23 10:00,10/24/23 12:00,Art Studio 2,100,10/17/23 10:00
1389,Girls in STEAM Mentoring,12/19/23 10:00,12/19/23 12:00,Ella Rises HQ,100,12/12/23 10:00
1390,Girls in STEAM Mentoring,12/26/23 10:00,12/26/23 12:00,Community Center Room A,100,12/19/23 10:00
1391,Girls in STEAM Mentoring,2/13/24 10:00,2/13/24 12:00,Art Studio 2,100,2/6/24 10:00
1392,Girls in STEAM Mentoring,3/26/24 10:00,3/26/24 12:00,Art Studio 2,100,3/19/24 10:00
1393,Girls in STEAM Mentoring,7/9/24 10:00,7/9/24 12:00,Art Studio 2,100,7/2/24 10:00
1394,Girls in STEAM Mentoring,8/20/24 10:00,8/20/24 12:00,Art Studio 2,100,8/13/24 10:00
1395,Girls in STEAM Mentoring,9/3/24 10:00,9/3/24 12:00,Ella Rises HQ,100,8/27/24 10:00
1396,Girls in STEAM Mentoring,1/7/25 10:00,1/7/25 12:00,Local Library,100,12/31/24 10:00
1397,Girls in STEAM Mentoring,1/21/25 10:00,1/21/25 12:00,Virtual Zoom,100,1/14/25 10:00
1398,Girls in STEAM Mentoring,2/11/25 10:00,2/11/25 12:00,Ella Rises HQ,100,2/4/25 10:00
1399,Girls in STEAM Mentoring,4/1/25 10:00,4/1/25 12:00,Art Studio 2,100,3/25/25 10:00
1400,Girls in STEAM Mentoring,5/6/25 10:00,5/6/25 12:00,Community Center Room A,100,4/29/25 10:00
1401,Girls in STEAM Mentoring,5/20/25 10:00,5/20/25 12:00,Local Library,100,5/13/25 10:00
1402,Girls in STEAM Mentoring,7/8/25 10:00,7/8/25 12:00,Virtual Zoom,100,7/1/25 10:00
1403,Girls in STEAM Mentoring,9/9/25 10:00,9/9/25 12:00,Art Studio 2,100,9/2/25 10:00
1404,Girls in STEAM Mentoring,9/23/25 10:00,9/23/25 12:00,Community Center Room A,100,9/16/25 10:00
1405,Girls in STEAM Mentoring,9/30/25 10:00,9/30/25 12:00,Local Library,100,9/23/25 10:00
